"DATA";"NRS";"ENFERMARIA_ADULTO_TOTAL";"ENFERMARIA_ADULTO_OCUPADOS";"ENFERMARIA_PEDIATRICA_TOTAL";"ENFERMARIA_PEDIATRICA_OCUPADOS";"UTI_ADULTO_TOTAL";"UTI_ADULTO_OCUPADOS";"UTI_PEDIATRICA_TOTAL";"UTI_PEDIATRICA_OCUPADOS";"ENFERMARIA_ADULTO_VAGOS";"ENFERMARIA_PEDIATRICA_VAGOS";"UTI_ADULTO_VAGOS";"UTI_PEDIATRICA_VAGOS";"ENFERMARIA_GERAL_TOTAL";"ENFERMARIA_GERAL_OCUPADOS";"ENFERMARIA_GERAL_VAGOS";"UTI_GERAL_TOTAL";"UTI_GERAL_OCUPADOS";"UTI_GERAL_VAGOS";"LEITOS_TOTAL";"LEITOS_OCUPADOS";"LEITOS_VAGOS";"ENFERMARIA_ADULTO_TX_OCUPACAO";"ENFERMARIA_PEDIATRICA_TX_OCUPACAO";"UTI_ADULTO_TX_OCUPACAO";"UTI_PEDIATRICA_TX_OCUPACAO";"ENFERMARIA_GERAL_TX_OCUPACAO";"UTI_GERAL_TX_OCUPACAO";"LEITOS_TX_OCUPACAO"
2021-05-17;"CENTRO-NORTE";40;9;0;0;30;22;0;0;31;0;8;0;40;9;31;30;22;8;70;31;39;0,225;NA;0,7333;NA;0,225;0,7333;0,4429
2021-05-17;"EXTREMO-SUL";30;20;0;0;55;51;0;0;10;0;4;0;30;20;10;55;51;4;85;71;14;0,6667;NA;0,9273;NA;0,6667;0,9273;0,8353
2021-05-17;"LESTE";1032;736;37;26;926;764;27;17;296;11;162;10;1069;762;307;953;781;172;2022;1543;479;0,7132;0,7027;0,8251;0,6296;0,7128;0,8195;0,7631
2021-05-17;"NORDESTE";9;6;4;0;8;8;0;0;3;4;0;0;13;6;7;8;8;0;21;14;7;0,6667;0;1;NA;0,4615;1;0,6667
2021-05-17;"NORTE";95;30;0;0;80;64;0;0;65;0;16;0;95;30;65;80;64;16;175;94;81;0,3158;NA;0,8;NA;0,3158;0,8;0,5371
2021-05-17;"OESTE";97;72;0;0;70;67;0;0;25;0;3;0;97;72;25;70;67;3;167;139;28;0,7423;NA;0,9571;NA;0,7423;0,9571;0,8323
2021-05-17;"SUDOESTE";116;85;0;0;110;101;1;1;31;0;9;0;116;85;31;111;102;9;227;187;40;0,7328;NA;0,9182;1;0,7328;0,9189;0,8238
2021-05-17;"SUL";226;128;10;4;176;135;3;2;98;6;41;1;236;132;104;179;137;42;415;269;146;0,5664;0,4;0,767;0,6667;0,5593;0,7654;0,6482
2021-05-18;"CENTRO-LESTE";127;92;16;15;133;115;5;3;35;1;18;2;143;107;36;138;118;20;281;225;56;0,7244;0,9375;0,8647;0,6;0,7483;0,8551;0,8007
2021-05-18;"CENTRO-NORTE";30;9;0;0;30;24;0;0;21;0;6;0;30;9;21;30;24;6;60;33;27;0,3;NA;0,8;NA;0,3;0,8;0,55
2021-05-18;"EXTREMO-SUL";30;19;0;0;55;50;0;0;11;0;5;0;30;19;11;55;50;5;85;69;16;0,6333;NA;0,9091;NA;0,6333;0,9091;0,8118
2021-05-18;"LESTE";1032;737;37;28;926;784;27;17;295;9;142;10;1069;765;304;953;801;152;2022;1566;456;0,7141;0,7568;0,8467;0,6296;0,7156;0,8405;0,7745
2021-05-18;"NORDESTE";9;2;4;0;8;6;0;0;7;4;2;0;13;2;11;8;6;2;21;8;13;0,2222;0;0,75;NA;0,1538;0,75;0,381
2021-05-18;"NORTE";95;37;0;0;80;65;0;0;58;0;15;0;95;37;58;80;65;15;175;102;73;0,3895;NA;0,8125;NA;0,3895;0,8125;0,5829
2021-05-18;"OESTE";97;80;0;0;70;64;0;0;17;0;6;0;97;80;17;70;64;6;167;144;23;0,8247;NA;0,9143;NA;0,8247;0,9143;0,8623
2021-05-18;"SUDOESTE";116;78;0;0;110;101;1;1;38;0;9;0;116;78;38;111;102;9;227;180;47;0,6724;NA;0,9182;1;0,6724;0,9189;0,793
2021-05-18;"SUL";216;132;10;5;176;136;3;3;84;5;40;0;226;137;89;179;139;40;405;276;129;0,6111;0,5;0,7727;1;0,6062;0,7765;0,6815
2021-05-19;"CENTRO-LESTE";127;95;16;14;133;120;5;4;32;2;13;1;143;109;34;138;124;14;281;233;48;0,748;0,875;0,9023;0,8;0,7622;0,8986;0,8292
2021-05-19;"CENTRO-NORTE";30;9;0;0;30;23;0;0;21;0;7;0;30;9;21;30;23;7;60;32;28;0,3;NA;0,7667;NA;0,3;0,7667;0,5333
2021-05-19;"EXTREMO-SUL";30;20;0;0;55;52;0;0;10;0;3;0;30;20;10;55;52;3;85;72;13;0,6667;NA;0,9455;NA;0,6667;0,9455;0,8471
2021-05-19;"LESTE";1032;737;37;29;926;793;27;16;295;8;133;11;1069;766;303;953;809;144;2022;1575;447;0,7141;0,7838;0,8564;0,5926;0,7166;0,8489;0,7789
2021-05-19;"NORDESTE";9;6;4;0;8;8;0;0;3;4;0;0;13;6;7;8;8;0;21;14;7;0,6667;0;1;NA;0,4615;1;0,6667
2021-05-19;"NORTE";95;40;0;0;80;64;0;0;55;0;16;0;95;40;55;80;64;16;175;104;71;0,4211;NA;0,8;NA;0,4211;0,8;0,5943
2021-05-19;"OESTE";97;79;0;0;70;60;0;0;18;0;10;0;97;79;18;70;60;10;167;139;28;0,8144;NA;0,8571;NA;0,8144;0,8571;0,8323
2021-05-19;"SUDOESTE";116;75;0;0;110;97;1;1;41;0;13;0;116;75;41;111;98;13;227;173;54;0,6466;NA;0,8818;1;0,6466;0,8829;0,7621
2021-05-19;"SUL";216;132;10;8;176;138;3;2;84;2;38;1;226;140;86;179;140;39;405;280;125;0,6111;0,8;0,7841;0,6667;0,6195;0,7821;0,6914
2021-05-20;"CENTRO-LESTE";127;96;16;15;133;111;5;5;31;1;22;0;143;111;32;138;116;22;281;227;54;0,7559;0,9375;0,8346;1;0,7762;0,8406;0,8078
2021-05-20;"CENTRO-NORTE";30;8;0;0;30;24;0;0;22;0;6;0;30;8;22;30;24;6;60;32;28;0,2667;NA;0,8;NA;0,2667;0,8;0,5333
2021-05-20;"EXTREMO-SUL";30;19;0;0;55;49;0;0;11;0;6;0;30;19;11;55;49;6;85;68;17;0,6333;NA;0,8909;NA;0,6333;0,8909;0,8
2021-05-20;"LESTE";1032;757;37;30;936;776;27;16;275;7;160;11;1069;787;282;963;792;171;2032;1579;453;0,7335;0,8108;0,8291;0,5926;0,7362;0,8224;0,7771
2021-05-20;"NORDESTE";9;5;4;0;8;8;0;0;4;4;0;0;13;5;8;8;8;0;21;13;8;0,5556;0;1;NA;0,3846;1;0,619
2021-05-20;"NORTE";95;39;0;0;80;63;0;0;56;0;17;0;95;39;56;80;63;17;175;102;73;0,4105;NA;0,7875;NA;0,4105;0,7875;0,5829
2021-05-20;"OESTE";97;73;0;0;70;58;0;0;24;0;12;0;97;73;24;70;58;12;167;131;36;0,7526;NA;0,8286;NA;0,7526;0,8286;0,7844
2021-05-20;"SUDOESTE";116;85;0;0;110;104;1;1;31;0;6;0;116;85;31;111;105;6;227;190;37;0,7328;NA;0,9455;1;0,7328;0,9459;0,837
2021-05-20;"SUL";216;142;10;7;176;136;3;2;74;3;40;1;226;149;77;179;138;41;405;287;118;0,6574;0,7;0,7727;0,6667;0,6593;0,7709;0,7086
2021-05-21;"CENTRO-LESTE";127;90;16;11;133;114;5;5;37;5;19;0;143;101;42;138;119;19;281;220;61;0,7087;0,6875;0,8571;1;0,7063;0,8623;0,7829
2021-05-21;"CENTRO-NORTE";30;11;0;0;30;23;0;0;19;0;7;0;30;11;19;30;23;7;60;34;26;0,3667;NA;0,7667;NA;0,3667;0,7667;0,5667
2021-05-21;"EXTREMO-SUL";30;20;0;0;55;53;0;0;10;0;2;0;30;20;10;55;53;2;85;73;12;0,6667;NA;0,9636;NA;0,6667;0,9636;0,8588
2021-05-21;"LESTE";1032;757;37;29;936;765;27;16;275;8;171;11;1069;786;283;963;781;182;2032;1567;465;0,7335;0,7838;0,8173;0,5926;0,7353;0,811;0,7712
2021-05-21;"NORDESTE";9;6;4;1;8;8;0;0;3;3;0;0;13;7;6;8;8;0;21;15;6;0,6667;0,25;1;NA;0,5385;1;0,7143
2021-05-21;"NORTE";95;40;0;0;80;64;0;0;55;0;16;0;95;40;55;80;64;16;175;104;71;0,4211;NA;0,8;NA;0,4211;0,8;0,5943
2021-05-21;"OESTE";97;77;0;0;70;64;0;0;20;0;6;0;97;77;20;70;64;6;167;141;26;0,7938;NA;0,9143;NA;0,7938;0,9143;0,8443
2021-05-21;"SUDOESTE";116;81;0;0;110;99;1;1;35;0;11;0;116;81;35;111;100;11;227;181;46;0,6983;NA;0,9;1;0,6983;0,9009;0,7974
2021-05-21;"SUL";216;136;10;7;176;133;3;1;80;3;43;2;226;143;83;179;134;45;405;277;128;0,6296;0,7;0,7557;0,3333;0,6327;0,7486;0,684
2021-05-22;"CENTRO-LESTE";127;99;16;16;133;112;5;5;28;0;21;0;143;115;28;138;117;21;281;232;49;0,7795;1;0,8421;1;0,8042;0,8478;0,8256
2021-05-22;"CENTRO-NORTE";30;12;0;0;30;24;0;0;18;0;6;0;30;12;18;30;24;6;60;36;24;0,4;NA;0,8;NA;0,4;0,8;0,6
2021-05-22;"EXTREMO-SUL";30;25;0;0;55;49;0;0;5;0;6;0;30;25;5;55;49;6;85;74;11;0,8333;NA;0,8909;NA;0,8333;0,8909;0,8706
2021-05-22;"LESTE";1032;786;37;27;936;775;27;16;246;10;161;11;1069;813;256;963;791;172;2032;1604;428;0,7616;0,7297;0,828;0,5926;0,7605;0,8214;0,7894
2021-05-22;"NORDESTE";9;3;4;1;8;8;0;0;6;3;0;0;13;4;9;8;8;0;21;12;9;0,3333;0,25;1;NA;0,3077;1;0,5714
2021-05-22;"NORTE";95;37;0;0;80;72;0;0;58;0;8;0;95;37;58;80;72;8;175;109;66;0,3895;NA;0,9;NA;0,3895;0,9;0,6229
2021-05-22;"OESTE";87;83;0;0;70;69;0;0;4;0;1;0;87;83;4;70;69;1;157;152;5;0,954;NA;0,9857;NA;0,954;0,9857;0,9682
2021-05-22;"SUDOESTE";116;93;0;0;110;101;1;1;23;0;9;0;116;93;23;111;102;9;227;195;32;0,8017;NA;0,9182;1;0,8017;0,9189;0,859
2021-05-22;"SUL";216;149;10;5;176;138;3;3;67;5;38;0;226;154;72;179;141;38;405;295;110;0,6898;0,5;0,7841;1;0,6814;0,7877;0,7284
2021-05-23;"CENTRO-LESTE";127;94;16;16;133;113;5;5;33;0;20;0;143;110;33;138;118;20;281;228;53;0,7402;1;0,8496;1;0,7692;0,8551;0,8114
2021-05-23;"CENTRO-NORTE";30;10;0;0;30;24;0;0;20;0;6;0;30;10;20;30;24;6;60;34;26;0,3333;NA;0,8;NA;0,3333;0,8;0,5667
2021-05-23;"EXTREMO-SUL";30;26;0;0;55;48;0;0;4;0;7;0;30;26;4;55;48;7;85;74;11;0,8667;NA;0,8727;NA;0,8667;0,8727;0,8706
2021-05-23;"LESTE";1032;787;37;26;936;765;27;19;245;11;171;8;1069;813;256;963;784;179;2032;1597;435;0,7626;0,7027;0,8173;0,7037;0,7605;0,8141;0,7859
2021-05-23;"NORDESTE";9;3;4;1;8;8;0;0;6;3;0;0;13;4;9;8;8;0;21;12;9;0,3333;0,25;1;NA;0,3077;1;0,5714
2021-05-23;"NORTE";95;41;0;0;80;70;0;0;54;0;10;0;95;41;54;80;70;10;175;111;64;0,4316;NA;0,875;NA;0,4316;0,875;0,6343
2021-05-23;"OESTE";87;81;0;0;70;68;0;0;6;0;2;0;87;81;6;70;68;2;157;149;8;0,931;NA;0,9714;NA;0,931;0,9714;0,949
2021-05-23;"SUDOESTE";116;91;0;0;110;103;1;1;25;0;7;0;116;91;25;111;104;7;227;195;32;0,7845;NA;0,9364;1;0,7845;0,9369;0,859
2021-05-23;"SUL";216;150;10;5;176;137;3;3;66;5;39;0;226;155;71;179;140;39;405;295;110;0,6944;0,5;0,7784;1;0,6858;0,7821;0,7284
2021-05-24;"CENTRO-LESTE";127;85;16;13;133;114;5;5;42;3;19;0;143;98;45;138;119;19;281;217;64;0,6693;0,8125;0,8571;1;0,6853;0,8623;0,7722
2021-05-24;"CENTRO-NORTE";30;10;0;0;30;25;0;0;20;0;5;0;30;10;20;30;25;5;60;35;25;0,3333;NA;0,8333;NA;0,3333;0,8333;0,5833
2021-05-24;"EXTREMO-SUL";30;17;0;0;55;51;0;0;13;0;4;0;30;17;13;55;51;4;85;68;17;0,5667;NA;0,9273;NA;0,5667;0,9273;0,8
2021-05-24;"LESTE";1032;769;37;28;936;762;27;19;263;9;174;8;1069;797;272;963;781;182;2032;1578;454;0,7452;0,7568;0,8141;0,7037;0,7456;0,811;0,7766
2021-05-24;"NORDESTE";9;5;4;1;8;4;0;0;4;3;4;0;13;6;7;8;4;4;21;10;11;0,5556;0,25;0,5;NA;0,4615;0,5;0,4762
2021-05-24;"NORTE";95;38;0;0;80;70;0;0;57;0;10;0;95;38;57;80;70;10;175;108;67;0,4;NA;0,875;NA;0,4;0,875;0,6171
2021-05-24;"OESTE";87;74;0;0;70;65;0;0;13;0;5;0;87;74;13;70;65;5;157;139;18;0,8506;NA;0,9286;NA;0,8506;0,9286;0,8854
2021-05-24;"SUDOESTE";116;81;0;0;110;99;1;1;35;0;11;0;116;81;35;111;100;11;227;181;46;0,6983;NA;0,9;1;0,6983;0,9009;0,7974
2021-05-24;"SUL";216;132;10;4;176;137;3;3;84;6;39;0;226;136;90;179;140;39;405;276;129;0,6111;0,4;0,7784;1;0,6018;0,7821;0,6815
2021-05-25;"CENTRO-LESTE";127;91;16;12;133;113;5;5;36;4;20;0;143;103;40;138;118;20;281;221;60;0,7165;0,75;0,8496;1;0,7203;0,8551;0,7865
2021-05-25;"CENTRO-NORTE";30;13;0;0;30;24;0;0;17;0;6;0;30;13;17;30;24;6;60;37;23;0,4333;NA;0,8;NA;0,4333;0,8;0,6167
2021-05-25;"EXTREMO-SUL";30;17;0;0;55;51;0;0;13;0;4;0;30;17;13;55;51;4;85;68;17;0,5667;NA;0,9273;NA;0,5667;0,9273;0,8
2021-05-25;"LESTE";1032;757;37;31;936;759;27;16;275;6;177;11;1069;788;281;963;775;188;2032;1563;469;0,7335;0,8378;0,8109;0,5926;0,7371;0,8048;0,7692
2021-05-25;"NORDESTE";9;5;4;1;8;4;0;0;4;3;4;0;13;6;7;8;4;4;21;10;11;0,5556;0,25;0,5;NA;0,4615;0,5;0,4762
2021-05-25;"NORTE";95;35;0;0;80;69;0;0;60;0;11;0;95;35;60;80;69;11;175;104;71;0,3684;NA;0,8625;NA;0,3684;0,8625;0,5943
2021-05-25;"OESTE";87;76;0;0;70;67;0;0;11;0;3;0;87;76;11;70;67;3;157;143;14;0,8736;NA;0,9571;NA;0,8736;0,9571;0,9108
2021-05-25;"SUDOESTE";116;82;0;0;110;100;1;1;34;0;10;0;116;82;34;111;101;10;227;183;44;0,7069;NA;0,9091;1;0,7069;0,9099;0,8062
2021-05-25;"SUL";216;124;10;4;176;135;3;3;92;6;41;0;226;128;98;179;138;41;405;266;139;0,5741;0,4;0,767;1;0,5664;0,7709;0,6568
2021-05-26;"CENTRO-LESTE";127;86;16;16;133;124;5;3;41;0;9;2;143;102;41;138;127;11;281;229;52;0,6772;1;0,9323;0,6;0,7133;0,9203;0,8149
2021-05-26;"CENTRO-NORTE";30;13;0;0;30;25;0;0;17;0;5;0;30;13;17;30;25;5;60;38;22;0,4333;NA;0,8333;NA;0,4333;0,8333;0,6333
2021-05-26;"EXTREMO-SUL";30;19;0;0;55;49;0;0;11;0;6;0;30;19;11;55;49;6;85;68;17;0,6333;NA;0,8909;NA;0,6333;0,8909;0,8
2021-05-26;"LESTE";1032;782;37;28;936;756;27;19;250;9;180;8;1069;810;259;963;775;188;2032;1585;447;0,7578;0,7568;0,8077;0,7037;0,7577;0,8048;0,78
2021-05-26;"NORDESTE";9;7;4;1;8;8;0;0;2;3;0;0;13;8;5;8;8;0;21;16;5;0,7778;0,25;1;NA;0,6154;1;0,7619
2021-05-26;"NORTE";95;35;0;0;80;69;0;0;60;0;11;0;95;35;60;80;69;11;175;104;71;0,3684;NA;0,8625;NA;0,3684;0,8625;0,5943
2021-05-26;"OESTE";87;79;0;0;70;67;0;0;8;0;3;0;87;79;8;70;67;3;157;146;11;0,908;NA;0,9571;NA;0,908;0,9571;0,9299
2021-05-26;"SUDOESTE";116;86;0;0;110;103;1;1;30;0;7;0;116;86;30;111;104;7;227;190;37;0,7414;NA;0,9364;1;0,7414;0,9369;0,837
2021-05-26;"SUL";216;146;10;5;176;136;3;2;70;5;40;1;226;151;75;179;138;41;405;289;116;0,6759;0,5;0,7727;0,6667;0,6681;0,7709;0,7136
2021-05-27;"CENTRO-LESTE";127;98;16;16;133;111;5;5;29;0;22;0;143;114;29;138;116;22;281;230;51;0,7717;1;0,8346;1;0,7972;0,8406;0,8185
2021-05-27;"CENTRO-NORTE";30;15;0;0;30;25;0;0;15;0;5;0;30;15;15;30;25;5;60;40;20;0,5;NA;0,8333;NA;0,5;0,8333;0,6667
2021-05-27;"EXTREMO-SUL";30;21;0;0;55;52;0;0;9;0;3;0;30;21;9;55;52;3;85;73;12;0,7;NA;0,9455;NA;0,7;0,9455;0,8588
2021-05-27;"LESTE";1032;782;37;26;936;759;27;20;250;11;177;7;1069;808;261;963;779;184;2032;1587;445;0,7578;0,7027;0,8109;0,7407;0,7558;0,8089;0,781
2021-05-27;"NORDESTE";9;9;4;1;8;8;0;0;0;3;0;0;13;10;3;8;8;0;21;18;3;1;0,25;1;NA;0,7692;1;0,8571
2021-05-27;"NORTE";95;34;0;0;80;67;0;0;61;0;13;0;95;34;61;80;67;13;175;101;74;0,3579;NA;0,8375;NA;0,3579;0,8375;0,5771
2021-05-27;"OESTE";97;84;0;0;70;55;0;0;13;0;15;0;97;84;13;70;55;15;167;139;28;0,866;NA;0,7857;NA;0,866;0,7857;0,8323
2021-05-27;"SUDOESTE";116;100;0;0;110;108;1;1;16;0;2;0;116;100;16;111;109;2;227;209;18;0,8621;NA;0,9818;1;0,8621;0,982;0,9207
2021-05-27;"SUL";216;145;10;5;176;135;3;2;71;5;41;1;226;150;76;179;137;42;405;287;118;0,6713;0,5;0,767;0,6667;0,6637;0,7654;0,7086
2021-05-28;"CENTRO-LESTE";127;90;16;14;133;112;5;3;37;2;21;2;143;104;39;138;115;23;281;219;62;0,7087;0,875;0,8421;0,6;0,7273;0,8333;0,7794
2021-05-28;"CENTRO-NORTE";30;13;0;0;30;24;0;0;17;0;6;0;30;13;17;30;24;6;60;37;23;0,4333;NA;0,8;NA;0,4333;0,8;0,6167
2021-05-28;"EXTREMO-SUL";30;18;0;0;55;52;0;0;12;0;3;0;30;18;12;55;52;3;85;70;15;0,6;NA;0,9455;NA;0,6;0,9455;0,8235
2021-05-28;"LESTE";1032;769;37;24;936;767;27;20;263;13;169;7;1069;793;276;963;787;176;2032;1580;452;0,7452;0,6486;0,8194;0,7407;0,7418;0,8172;0,7776
2021-05-28;"NORDESTE";9;9;4;1;8;8;0;0;0;3;0;0;13;10;3;8;8;0;21;18;3;1;0,25;1;NA;0,7692;1;0,8571
2021-05-28;"NORTE";95;34;0;0;80;68;0;0;61;0;12;0;95;34;61;80;68;12;175;102;73;0,3579;NA;0,85;NA;0,3579;0,85;0,5829
2021-05-28;"OESTE";97;86;0;0;70;69;0;0;11;0;1;0;97;86;11;70;69;1;167;155;12;0,8866;NA;0,9857;NA;0,8866;0,9857;0,9281
2021-05-28;"SUDOESTE";116;99;0;0;110;106;1;1;17;0;4;0;116;99;17;111;107;4;227;206;21;0,8534;NA;0,9636;1;0,8534;0,964;0,9075
2021-05-28;"SUL";216;150;10;5;176;133;3;2;66;5;43;1;226;155;71;179;135;44;405;290;115;0,6944;0,5;0,7557;0,6667;0,6858;0,7542;0,716
2021-05-29;"CENTRO-LESTE";127;94;16;15;133;110;5;3;33;1;23;2;143;109;34;138;113;25;281;222;59;0,7402;0,9375;0,8271;0,6;0,7622;0,8188;0,79
2021-05-29;"CENTRO-NORTE";30;12;0;0;30;25;0;0;18;0;5;0;30;12;18;30;25;5;60;37;23;0,4;NA;0,8333;NA;0,4;0,8333;0,6167
2021-05-29;"EXTREMO-SUL";30;26;0;0;55;54;0;0;4;0;1;0;30;26;4;55;54;1;85;80;5;0,8667;NA;0,9818;NA;0,8667;0,9818;0,9412
2021-05-29;"LESTE";1032;769;37;28;936;781;27;20;263;9;155;7;1069;797;272;963;801;162;2032;1598;434;0,7452;0,7568;0,8344;0,7407;0,7456;0,8318;0,7864
2021-05-29;"NORDESTE";9;9;4;1;8;8;0;0;0;3;0;0;13;10;3;8;8;0;21;18;3;1;0,25;1;NA;0,7692;1;0,8571
2021-05-29;"NORTE";95;27;0;0;80;67;0;0;68;0;13;0;95;27;68;80;67;13;175;94;81;0,2842;NA;0,8375;NA;0,2842;0,8375;0,5371
2021-05-29;"OESTE";97;85;0;0;70;69;0;0;12;0;1;0;97;85;12;70;69;1;167;154;13;0,8763;NA;0,9857;NA;0,8763;0,9857;0,9222
2021-05-29;"SUDOESTE";116;97;0;0;110;103;1;1;19;0;7;0;116;97;19;111;104;7;227;201;26;0,8362;NA;0,9364;1;0,8362;0,9369;0,8855
2021-05-29;"SUL";216;159;10;5;176;136;3;2;57;5;40;1;226;164;62;179;138;41;405;302;103;0,7361;0,5;0,7727;0,6667;0,7257;0,7709;0,7457
2021-05-30;"CENTRO-LESTE";127;82;16;12;133;113;5;5;45;4;20;0;143;94;49;138;118;20;281;212;69;0,6457;0,75;0,8496;1;0,6573;0,8551;0,7544
2021-05-30;"CENTRO-NORTE";30;11;0;0;30;24;0;0;19;0;6;0;30;11;19;30;24;6;60;35;25;0,3667;NA;0,8;NA;0,3667;0,8;0,5833
2021-05-30;"EXTREMO-SUL";30;26;0;0;55;52;0;0;4;0;3;0;30;26;4;55;52;3;85;78;7;0,8667;NA;0,9455;NA;0,8667;0,9455;0,9176
2021-05-30;"LESTE";1032;757;37;28;936;781;27;20;275;9;155;7;1069;785;284;963;801;162;2032;1586;446;0,7335;0,7568;0,8344;0,7407;0,7343;0,8318;0,7805
2021-05-30;"NORDESTE";9;9;4;1;8;8;0;0;0;3;0;0;13;10;3;8;8;0;21;18;3;1;0,25;1;NA;0,7692;1;0,8571
2021-05-30;"NORTE";95;28;0;0;80;71;0;0;67;0;9;0;95;28;67;80;71;9;175;99;76;0,2947;NA;0,8875;NA;0,2947;0,8875;0,5657
2021-05-30;"OESTE";97;85;0;0;70;67;0;0;12;0;3;0;97;85;12;70;67;3;167;152;15;0,8763;NA;0,9571;NA;0,8763;0,9571;0,9102
2021-05-30;"SUDOESTE";116;96;0;0;110;102;1;1;20;0;8;0;116;96;20;111;103;8;227;199;28;0,8276;NA;0,9273;1;0,8276;0,9279;0,8767
2021-05-30;"SUL";216;159;10;5;176;141;3;2;57;5;35;1;226;164;62;179;143;36;405;307;98;0,7361;0,5;0,8011;0,6667;0,7257;0,7989;0,758
2021-05-31;"CENTRO-LESTE";127;85;16;10;133;115;5;5;42;6;18;0;143;95;48;138;120;18;281;215;66;0,6693;0,625;0,8647;1;0,6643;0,8696;0,7651
2021-05-31;"CENTRO-NORTE";30;11;0;0;30;23;0;0;19;0;7;0;30;11;19;30;23;7;60;34;26;0,3667;NA;0,7667;NA;0,3667;0,7667;0,5667
2021-05-31;"EXTREMO-SUL";30;21;0;0;55;51;0;0;9;0;4;0;30;21;9;55;51;4;85;72;13;0,7;NA;0,9273;NA;0,7;0,9273;0,8471
2021-05-31;"LESTE";1032;764;37;26;936;790;27;18;268;11;146;9;1069;790;279;963;808;155;2032;1598;434;0,7403;0,7027;0,844;0,6667;0,739;0,839;0,7864
2021-05-31;"NORDESTE";9;6;4;0;8;3;0;0;3;4;5;0;13;6;7;8;3;5;21;9;12;0,6667;0;0,375;NA;0,4615;0,375;0,4286
2021-05-31;"NORTE";95;34;0;0;80;72;0;0;61;0;8;0;95;34;61;80;72;8;175;106;69;0,3579;NA;0,9;NA;0,3579;0,9;0,6057
2021-05-31;"OESTE";97;83;0;0;70;64;0;0;14;0;6;0;97;83;14;70;64;6;167;147;20;0,8557;NA;0,9143;NA;0,8557;0,9143;0,8802
2021-05-31;"SUDOESTE";116;86;0;0;110;103;1;1;30;0;7;0;116;86;30;111;104;7;227;190;37;0,7414;NA;0,9364;1;0,7414;0,9369;0,837
2021-05-31;"SUL";216;148;10;5;176;136;3;3;68;5;40;0;226;153;73;179;139;40;405;292;113;0,6852;0,5;0,7727;1;0,677;0,7765;0,721
2021-06-01;"CENTRO-LESTE";127;89;16;10;133;114;5;5;38;6;19;0;143;99;44;138;119;19;281;218;63;0,7008;0,625;0,8571;1;0,6923;0,8623;0,7758
2021-06-01;"CENTRO-NORTE";30;13;0;0;30;23;0;0;17;0;7;0;30;13;17;30;23;7;60;36;24;0,4333;NA;0,7667;NA;0,4333;0,7667;0,6
2021-06-01;"EXTREMO-SUL";30;20;0;0;55;49;0;0;10;0;6;0;30;20;10;55;49;6;85;69;16;0,6667;NA;0,8909;NA;0,6667;0,8909;0,8118
2021-06-01;"LESTE";1032;760;37;27;936;776;27;17;272;10;160;10;1069;787;282;963;793;170;2032;1580;452;0,7364;0,7297;0,8291;0,6296;0,7362;0,8235;0,7776
2021-06-01;"NORDESTE";9;5;4;4;8;7;0;0;4;0;1;0;13;9;4;8;7;1;21;16;5;0,5556;1;0,875;NA;0,6923;0,875;0,7619
2021-06-01;"NORTE";95;35;0;0;80;67;0;0;60;0;13;0;95;35;60;80;67;13;175;102;73;0,3684;NA;0,8375;NA;0,3684;0,8375;0,5829
2021-06-01;"OESTE";92;81;0;0;70;67;0;0;11;0;3;0;92;81;11;70;67;3;162;148;14;0,8804;NA;0,9571;NA;0,8804;0,9571;0,9136
2021-06-01;"SUDOESTE";116;97;0;0;110;99;1;1;19;0;11;0;116;97;19;111;100;11;227;197;30;0,8362;NA;0,9;1;0,8362;0,9009;0,8678
2021-06-01;"SUL";216;155;10;4;176;137;3;3;61;6;39;0;226;159;67;179;140;39;405;299;106;0,7176;0,4;0,7784;1;0,7035;0,7821;0,7383
2021-06-02;"CENTRO-LESTE";127;102;16;13;133;110;5;5;25;3;23;0;143;115;28;138;115;23;281;230;51;0,8031;0,8125;0,8271;1;0,8042;0,8333;0,8185
2021-06-02;"CENTRO-NORTE";30;11;0;0;30;23;0;0;19;0;7;0;30;11;19;30;23;7;60;34;26;0,3667;NA;0,7667;NA;0,3667;0,7667;0,5667
2021-06-02;"EXTREMO-SUL";30;21;0;0;55;48;0;0;9;0;7;0;30;21;9;55;48;7;85;69;16;0,7;NA;0,8727;NA;0,7;0,8727;0,8118
2021-06-02;"LESTE";1032;782;37;30;936;787;27;17;250;7;149;10;1069;812;257;963;804;159;2032;1616;416;0,7578;0,8108;0,8408;0,6296;0,7596;0,8349;0,7953
2021-06-02;"NORDESTE";9;4;4;4;8;6;0;0;5;0;2;0;13;8;5;8;6;2;21;14;7;0,4444;1;0,75;NA;0,6154;0,75;0,6667
2021-06-02;"NORTE";95;29;0;0;80;67;0;0;66;0;13;0;95;29;66;80;67;13;175;96;79;0,3053;NA;0,8375;NA;0,3053;0,8375;0,5486
2021-06-02;"OESTE";92;78;0;0;70;68;0;0;14;0;2;0;92;78;14;70;68;2;162;146;16;0,8478;NA;0,9714;NA;0,8478;0,9714;0,9012
2021-06-02;"SUDOESTE";116;91;0;0;110;105;1;1;25;0;5;0;116;91;25;111;106;5;227;197;30;0,7845;NA;0,9545;1;0,7845;0,955;0,8678
2021-06-02;"SUL";216;159;10;10;176;137;3;3;57;0;39;0;226;169;57;179;140;39;405;309;96;0,7361;1;0,7784;1;0,7478;0,7821;0,763
