"DATA";"NRS";"ENFERMARIA_ADULTO_TOTAL";"ENFERMARIA_ADULTO_OCUPADOS";"ENFERMARIA_PEDIATRICA_TOTAL";"ENFERMARIA_PEDIATRICA_OCUPADOS";"UTI_ADULTO_TOTAL";"UTI_ADULTO_OCUPADOS";"UTI_PEDIATRICA_TOTAL";"UTI_PEDIATRICA_OCUPADOS";"ENFERMARIA_ADULTO_VAGOS";"ENFERMARIA_PEDIATRICA_VAGOS";"UTI_ADULTO_VAGOS";"UTI_PEDIATRICA_VAGOS";"ENFERMARIA_GERAL_TOTAL";"ENFERMARIA_GERAL_OCUPADOS";"ENFERMARIA_GERAL_VAGOS";"UTI_GERAL_TOTAL";"UTI_GERAL_OCUPADOS";"UTI_GERAL_VAGOS";"LEITOS_TOTAL";"LEITOS_OCUPADOS";"LEITOS_VAGOS";"ENFERMARIA_ADULTO_TX_OCUPACAO";"ENFERMARIA_PEDIATRICA_TX_OCUPACAO";"UTI_ADULTO_TX_OCUPACAO";"UTI_PEDIATRICA_TX_OCUPACAO";"ENFERMARIA_GERAL_TX_OCUPACAO";"UTI_GERAL_TX_OCUPACAO";"LEITOS_TX_OCUPACAO"
2020-10-14;"NORDESTE";12;0;0;0;12;5;0;0;12;0;7;0;12;0;12;12;5;7;24;5;19;0;NA;0,4167;NA;0;0,4167;0,2083
2020-10-14;"NORTE";69;10;2;0;49;28;0;0;59;2;21;0;71;10;61;49;28;21;120;38;82;0,1449;0;0,5714;NA;0,1408;0,5714;0,3167
2020-10-14;"OESTE";61;28;0;0;40;26;0;0;33;0;14;0;61;28;33;40;26;14;101;54;47;0,459;NA;0,65;NA;0,459;0,65;0,5347
2020-10-14;"SUDOESTE";91;40;0;0;70;49;1;0;51;0;21;1;91;40;51;71;49;22;162;89;73;0,4396;NA;0,7;0;0,4396;0,6901;0,5494
2020-10-14;"SUL";218;73;10;3;124;84;3;3;145;7;40;0;228;76;152;127;87;40;355;163;192;0,3349;0,3;0,6774;1;0,3333;0,685;0,4592
2020-10-15;"CENTRO-LESTE";109;34;0;0;80;55;0;0;75;0;25;0;109;34;75;80;55;25;189;89;100;0,3119;NA;0,6875;NA;0,3119;0,6875;0,4709
2020-10-15;"CENTRO-NORTE";55;3;0;0;10;8;0;0;52;0;2;0;55;3;52;10;8;2;65;11;54;0,0545;NA;0,8;NA;0,0545;0,8;0,1692
2020-10-15;"EXTREMO-SUL";30;9;0;0;50;22;0;0;21;0;28;0;30;9;21;50;22;28;80;31;49;0,3;NA;0,44;NA;0,3;0,44;0,3875
2020-10-15;"LESTE";459;230;27;21;442;162;27;18;229;6;280;9;486;251;235;469;180;289;955;431;524;0,5011;0,7778;0,3665;0,6667;0,5165;0,3838;0,4513
2020-10-15;"NORDESTE";12;0;0;0;12;4;0;0;12;0;8;0;12;0;12;12;4;8;24;4;20;0;NA;0,3333;NA;0;0,3333;0,1667
2020-10-15;"NORTE";69;9;2;0;49;23;0;0;60;2;26;0;71;9;62;49;23;26;120;32;88;0,1304;0;0,4694;NA;0,1268;0,4694;0,2667
2020-10-15;"OESTE";61;28;0;0;40;23;0;0;33;0;17;0;61;28;33;40;23;17;101;51;50;0,459;NA;0,575;NA;0,459;0,575;0,505
2020-10-15;"SUDOESTE";91;40;0;0;70;53;1;0;51;0;17;1;91;40;51;71;53;18;162;93;69;0,4396;NA;0,7571;0;0,4396;0,7465;0,5741
2020-10-15;"SUL";218;71;10;5;124;83;3;0;147;5;41;3;228;76;152;127;83;44;355;159;196;0,3257;0,5;0,6694;0;0,3333;0,6535;0,4479
2020-10-16;"CENTRO-LESTE";109;36;0;0;80;53;0;0;73;0;27;0;109;36;73;80;53;27;189;89;100;0,3303;NA;0,6625;NA;0,3303;0,6625;0,4709
2020-10-16;"CENTRO-NORTE";55;4;0;0;10;7;0;0;51;0;3;0;55;4;51;10;7;3;65;11;54;0,0727;NA;0,7;NA;0,0727;0,7;0,1692
2020-10-16;"EXTREMO-SUL";30;10;0;0;50;23;0;0;20;0;27;0;30;10;20;50;23;27;80;33;47;0,3333;NA;0,46;NA;0,3333;0,46;0,4125
2020-10-16;"LESTE";469;237;27;23;432;155;27;17;232;4;277;10;496;260;236;459;172;287;955;432;523;0,5053;0,8519;0,3588;0,6296;0,5242;0,3747;0,4524
2020-10-16;"NORDESTE";12;0;0;0;12;4;0;0;12;0;8;0;12;0;12;12;4;8;24;4;20;0;NA;0,3333;NA;0;0,3333;0,1667
2020-10-16;"NORTE";69;9;2;0;49;24;0;0;60;2;25;0;71;9;62;49;24;25;120;33;87;0,1304;0;0,4898;NA;0,1268;0,4898;0,275
2020-10-16;"OESTE";61;23;0;0;40;23;0;0;38;0;17;0;61;23;38;40;23;17;101;46;55;0,377;NA;0,575;NA;0,377;0,575;0,4554
2020-10-16;"SUDOESTE";91;35;0;0;70;42;1;1;56;0;28;0;91;35;56;71;43;28;162;78;84;0,3846;NA;0,6;1;0,3846;0,6056;0,4815
2020-10-16;"SUL";218;72;10;5;124;80;3;1;146;5;44;2;228;77;151;127;81;46;355;158;197;0,3303;0,5;0,6452;0,3333;0,3377;0,6378;0,4451
2020-10-17;"CENTRO-LESTE";109;40;0;0;80;61;0;0;69;0;19;0;109;40;69;80;61;19;189;101;88;0,367;NA;0,7625;NA;0,367;0,7625;0,5344
2020-10-17;"CENTRO-NORTE";55;2;0;0;10;5;0;0;53;0;5;0;55;2;53;10;5;5;65;7;58;0,0364;NA;0,5;NA;0,0364;0,5;0,1077
2020-10-17;"EXTREMO-SUL";30;10;0;0;50;21;0;0;20;0;29;0;30;10;20;50;21;29;80;31;49;0,3333;NA;0,42;NA;0,3333;0,42;0,3875
2020-10-17;"LESTE";469;229;27;24;432;206;27;17;240;3;226;10;496;253;243;459;223;236;955;476;479;0,4883;0,8889;0,4769;0,6296;0,5101;0,4858;0,4984
2020-10-17;"NORDESTE";12;0;0;0;12;4;0;0;12;0;8;0;12;0;12;12;4;8;24;4;20;0;NA;0,3333;NA;0;0,3333;0,1667
2020-10-17;"NORTE";69;10;2;0;49;22;0;0;59;2;27;0;71;10;61;49;22;27;120;32;88;0,1449;0;0,449;NA;0,1408;0,449;0,2667
2020-10-17;"OESTE";63;27;0;0;40;23;0;0;36;0;17;0;63;27;36;40;23;17;103;50;53;0,4286;NA;0,575;NA;0,4286;0,575;0,4854
2020-10-17;"SUDOESTE";91;34;0;0;70;47;1;1;57;0;23;0;91;34;57;71;48;23;162;82;80;0,3736;NA;0,6714;1;0,3736;0,6761;0,5062
2020-10-17;"SUL";218;73;10;5;124;76;3;1;145;5;48;2;228;78;150;127;77;50;355;155;200;0,3349;0,5;0,6129;0,3333;0,3421;0,6063;0,4366
2020-10-18;"CENTRO-LESTE";109;37;0;0;80;59;0;0;72;0;21;0;109;37;72;80;59;21;189;96;93;0,3394;NA;0,7375;NA;0,3394;0,7375;0,5079
2020-10-18;"CENTRO-NORTE";55;2;0;0;10;5;0;0;53;0;5;0;55;2;53;10;5;5;65;7;58;0,0364;NA;0,5;NA;0,0364;0,5;0,1077
2020-10-18;"EXTREMO-SUL";30;9;0;0;50;22;0;0;21;0;28;0;30;9;21;50;22;28;80;31;49;0,3;NA;0,44;NA;0,3;0,44;0,3875
2020-10-18;"LESTE";459;231;27;27;432;225;27;16;228;0;207;11;486;258;228;459;241;218;945;499;446;0,5033;1;0,5208;0,5926;0,5309;0,5251;0,528
2020-10-18;"NORDESTE";12;0;0;0;12;5;0;0;12;0;7;0;12;0;12;12;5;7;24;5;19;0;NA;0,4167;NA;0;0,4167;0,2083
2020-10-18;"NORTE";69;11;2;0;49;22;0;0;58;2;27;0;71;11;60;49;22;27;120;33;87;0,1594;0;0,449;NA;0,1549;0,449;0,275
2020-10-18;"OESTE";63;24;0;0;40;20;0;0;39;0;20;0;63;24;39;40;20;20;103;44;59;0,381;NA;0,5;NA;0,381;0,5;0,4272
2020-10-18;"SUDOESTE";91;34;0;0;70;49;1;1;57;0;21;0;91;34;57;71;50;21;162;84;78;0,3736;NA;0,7;1;0,3736;0,7042;0,5185
2020-10-18;"SUL";218;74;10;5;124;74;3;1;144;5;50;2;228;79;149;127;75;52;355;154;201;0,3394;0,5;0,5968;0,3333;0,3465;0,5906;0,4338
2020-10-19;"CENTRO-LESTE";109;39;0;0;80;56;0;0;70;0;24;0;109;39;70;80;56;24;189;95;94;0,3578;NA;0,7;NA;0,3578;0,7;0,5026
2020-10-19;"CENTRO-NORTE";55;5;0;0;10;5;0;0;50;0;5;0;55;5;50;10;5;5;65;10;55;0,0909;NA;0,5;NA;0,0909;0,5;0,1538
2020-10-19;"EXTREMO-SUL";30;6;0;0;50;20;0;0;24;0;30;0;30;6;24;50;20;30;80;26;54;0,2;NA;0,4;NA;0,2;0,4;0,325
2020-10-19;"LESTE";459;224;27;22;432;221;27;19;235;5;211;8;486;246;240;459;240;219;945;486;459;0,488;0,8148;0,5116;0,7037;0,5062;0,5229;0,5143
2020-10-19;"NORDESTE";12;0;0;0;12;5;0;0;12;0;7;0;12;0;12;12;5;7;24;5;19;0;NA;0,4167;NA;0;0,4167;0,2083
2020-10-19;"NORTE";69;11;2;0;49;22;0;0;58;2;27;0;71;11;60;49;22;27;120;33;87;0,1594;0;0,449;NA;0,1549;0,449;0,275
2020-10-19;"OESTE";63;22;0;0;40;23;0;0;41;0;17;0;63;22;41;40;23;17;103;45;58;0,3492;NA;0,575;NA;0,3492;0,575;0,4369
2020-10-19;"SUDOESTE";91;27;0;0;70;45;1;1;64;0;25;0;91;27;64;71;46;25;162;73;89;0,2967;NA;0,6429;1;0,2967;0,6479;0,4506
2020-10-19;"SUL";218;79;10;2;124;75;3;2;139;8;49;1;228;81;147;127;77;50;355;158;197;0,3624;0,2;0,6048;0,6667;0,3553;0,6063;0,4451
2020-10-20;"CENTRO-LESTE";109;34;0;0;80;49;0;0;75;0;31;0;109;34;75;80;49;31;189;83;106;0,3119;NA;0,6125;NA;0,3119;0,6125;0,4392
2020-10-20;"CENTRO-NORTE";55;10;0;0;10;5;0;0;45;0;5;0;55;10;45;10;5;5;65;15;50;0,1818;NA;0,5;NA;0,1818;0,5;0,2308
2020-10-20;"EXTREMO-SUL";30;4;0;0;50;21;0;0;26;0;29;0;30;4;26;50;21;29;80;25;55;0,1333;NA;0,42;NA;0,1333;0,42;0,3125
2020-10-20;"LESTE";444;217;27;24;423;181;27;19;227;3;242;8;471;241;230;450;200;250;921;441;480;0,4887;0,8889;0,4279;0,7037;0,5117;0,4444;0,4788
2020-10-20;"NORDESTE";12;0;0;0;12;5;0;0;12;0;7;0;12;0;12;12;5;7;24;5;19;0;NA;0,4167;NA;0;0,4167;0,2083
2020-10-20;"NORTE";69;9;2;0;49;22;0;0;60;2;27;0;71;9;62;49;22;27;120;31;89;0,1304;0;0,449;NA;0,1268;0,449;0,2583
2020-10-20;"OESTE";63;29;0;0;40;19;0;0;34;0;21;0;63;29;34;40;19;21;103;48;55;0,4603;NA;0,475;NA;0,4603;0,475;0,466
2020-10-20;"SUDOESTE";91;32;0;0;70;40;1;1;59;0;30;0;91;32;59;71;41;30;162;73;89;0,3516;NA;0,5714;1;0,3516;0,5775;0,4506
2020-10-20;"SUL";218;75;10;3;124;66;3;2;143;7;58;1;228;78;150;127;68;59;355;146;209;0,344;0,3;0,5323;0,6667;0,3421;0,5354;0,4113
2020-10-21;"CENTRO-LESTE";109;35;0;0;80;48;0;0;74;0;32;0;109;35;74;80;48;32;189;83;106;0,3211;NA;0,6;NA;0,3211;0,6;0,4392
2020-10-21;"CENTRO-NORTE";55;10;0;0;20;7;0;0;45;0;13;0;55;10;45;20;7;13;75;17;58;0,1818;NA;0,35;NA;0,1818;0,35;0,2267
2020-10-21;"EXTREMO-SUL";30;10;0;0;50;22;0;0;20;0;28;0;30;10;20;50;22;28;80;32;48;0,3333;NA;0,44;NA;0,3333;0,44;0,4
2020-10-21;"LESTE";444;229;27;23;423;179;27;13;215;4;244;14;471;252;219;450;192;258;921;444;477;0,5158;0,8519;0,4232;0,4815;0,535;0,4267;0,4821
2020-10-21;"NORDESTE";12;0;0;0;12;4;0;0;12;0;8;0;12;0;12;12;4;8;24;4;20;0;NA;0,3333;NA;0;0,3333;0,1667
2020-10-21;"NORTE";69;10;2;0;49;22;0;0;59;2;27;0;71;10;61;49;22;27;120;32;88;0,1449;0;0,449;NA;0,1408;0,449;0,2667
2020-10-21;"OESTE";63;28;0;0;40;19;0;0;35;0;21;0;63;28;35;40;19;21;103;47;56;0,4444;NA;0,475;NA;0,4444;0,475;0,4563
2020-10-21;"SUDOESTE";91;30;0;0;70;45;1;1;61;0;25;0;91;30;61;71;46;25;162;76;86;0,3297;NA;0,6429;1;0,3297;0,6479;0,4691
2020-10-21;"SUL";218;76;10;3;124;70;3;2;142;7;54;1;228;79;149;127;72;55;355;151;204;0,3486;0,3;0,5645;0,6667;0,3465;0,5669;0,4254
2020-10-22;"CENTRO-LESTE";109;37;0;0;80;54;0;0;72;0;26;0;109;37;72;80;54;26;189;91;98;0,3394;NA;0,675;NA;0,3394;0,675;0,4815
2020-10-22;"CENTRO-NORTE";55;8;0;0;20;8;0;0;47;0;12;0;55;8;47;20;8;12;75;16;59;0,1455;NA;0,4;NA;0,1455;0,4;0,2133
2020-10-22;"EXTREMO-SUL";30;10;0;0;50;25;0;0;20;0;25;0;30;10;20;50;25;25;80;35;45;0,3333;NA;0,5;NA;0,3333;0,5;0,4375
2020-10-22;"LESTE";444;230;27;23;423;178;27;14;214;4;245;13;471;253;218;450;192;258;921;445;476;0,518;0,8519;0,4208;0,5185;0,5372;0,4267;0,4832
2020-10-22;"NORDESTE";12;0;0;0;12;5;0;0;12;0;7;0;12;0;12;12;5;7;24;5;19;0;NA;0,4167;NA;0;0,4167;0,2083
2020-10-22;"NORTE";69;9;2;0;49;23;0;0;60;2;26;0;71;9;62;49;23;26;120;32;88;0,1304;0;0,4694;NA;0,1268;0,4694;0,2667
2020-10-22;"OESTE";63;24;0;0;40;17;0;0;39;0;23;0;63;24;39;40;17;23;103;41;62;0,381;NA;0,425;NA;0,381;0,425;0,3981
2020-10-22;"SUDOESTE";91;31;0;0;70;44;1;0;60;0;26;1;91;31;60;71;44;27;162;75;87;0,3407;NA;0,6286;0;0,3407;0,6197;0,463
2020-10-22;"SUL";218;80;10;2;124;74;3;2;138;8;50;1;228;82;146;127;76;51;355;158;197;0,367;0,2;0,5968;0,6667;0,3596;0,5984;0,4451
2020-10-23;"CENTRO-LESTE";109;35;0;0;80;60;0;0;74;0;20;0;109;35;74;80;60;20;189;95;94;0,3211;NA;0,75;NA;0,3211;0,75;0,5026
2020-10-23;"CENTRO-NORTE";55;8;0;0;20;8;0;0;47;0;12;0;55;8;47;20;8;12;75;16;59;0,1455;NA;0,4;NA;0,1455;0,4;0,2133
2020-10-23;"EXTREMO-SUL";30;11;0;0;50;25;0;0;19;0;25;0;30;11;19;50;25;25;80;36;44;0,3667;NA;0,5;NA;0,3667;0,5;0,45
2020-10-23;"LESTE";444;222;27;20;423;192;27;17;222;7;231;10;471;242;229;450;209;241;921;451;470;0,5;0,7407;0,4539;0,6296;0,5138;0,4644;0,4897
2020-10-23;"NORDESTE";12;0;0;0;12;2;0;0;12;0;10;0;12;0;12;12;2;10;24;2;22;0;NA;0,1667;NA;0;0,1667;0,0833
2020-10-23;"NORTE";69;7;2;0;49;25;0;0;62;2;24;0;71;7;64;49;25;24;120;32;88;0,1014;0;0,5102;NA;0,0986;0,5102;0,2667
2020-10-23;"OESTE";63;27;0;0;40;20;0;0;36;0;20;0;63;27;36;40;20;20;103;47;56;0,4286;NA;0,5;NA;0,4286;0,5;0,4563
2020-10-23;"SUDOESTE";91;30;0;0;70;46;1;0;61;0;24;1;91;30;61;71;46;25;162;76;86;0,3297;NA;0,6571;0;0,3297;0,6479;0,4691
2020-10-23;"SUL";218;68;10;3;124;82;3;2;150;7;42;1;228;71;157;127;84;43;355;155;200;0,3119;0,3;0,6613;0,6667;0,3114;0,6614;0,4366
2020-10-24;"CENTRO-LESTE";109;33;0;0;80;56;0;0;76;0;24;0;109;33;76;80;56;24;189;89;100;0,3028;NA;0,7;NA;0,3028;0,7;0,4709
2020-10-24;"CENTRO-NORTE";55;10;0;0;20;8;0;0;45;0;12;0;55;10;45;20;8;12;75;18;57;0,1818;NA;0,4;NA;0,1818;0,4;0,24
2020-10-24;"EXTREMO-SUL";30;11;0;0;50;30;0;0;19;0;20;0;30;11;19;50;30;20;80;41;39;0,3667;NA;0,6;NA;0,3667;0,6;0,5125
2020-10-24;"LESTE";444;222;27;25;423;216;27;15;222;2;207;12;471;247;224;450;231;219;921;478;443;0,5;0,9259;0,5106;0,5556;0,5244;0,5133;0,519
2020-10-24;"NORDESTE";12;0;0;0;12;5;0;0;12;0;7;0;12;0;12;12;5;7;24;5;19;0;NA;0,4167;NA;0;0,4167;0,2083
2020-10-24;"NORTE";69;8;2;0;49;22;0;0;61;2;27;0;71;8;63;49;22;27;120;30;90;0,1159;0;0,449;NA;0,1127;0,449;0,25
2020-10-24;"OESTE";63;27;0;0;40;23;0;0;36;0;17;0;63;27;36;40;23;17;103;50;53;0,4286;NA;0,575;NA;0,4286;0,575;0,4854
2020-10-24;"SUDOESTE";91;28;0;0;70;41;1;0;63;0;29;1;91;28;63;71;41;30;162;69;93;0,3077;NA;0,5857;0;0,3077;0,5775;0,4259
2020-10-24;"SUL";218;77;10;3;124;80;3;2;141;7;44;1;228;80;148;127;82;45;355;162;193;0,3532;0,3;0,6452;0,6667;0,3509;0,6457;0,4563
2020-10-25;"CENTRO-LESTE";109;37;0;0;80;56;0;0;72;0;24;0;109;37;72;80;56;24;189;93;96;0,3394;NA;0,7;NA;0,3394;0,7;0,4921
2020-10-25;"CENTRO-NORTE";55;9;0;0;20;10;0;0;46;0;10;0;55;9;46;20;10;10;75;19;56;0,1636;NA;0,5;NA;0,1636;0,5;0,2533
2020-10-25;"EXTREMO-SUL";30;8;0;0;50;29;0;0;22;0;21;0;30;8;22;50;29;21;80;37;43;0,2667;NA;0,58;NA;0,2667;0,58;0,4625
2020-10-25;"LESTE";444;209;27;22;423;225;27;16;235;5;198;11;471;231;240;450;241;209;921;472;449;0,4707;0,8148;0,5319;0,5926;0,4904;0,5356;0,5125
2020-10-25;"NORDESTE";12;0;0;0;12;6;0;0;12;0;6;0;12;0;12;12;6;6;24;6;18;0;NA;0,5;NA;0;0,5;0,25
2020-10-25;"NORTE";69;8;2;0;49;25;0;0;61;2;24;0;71;8;63;49;25;24;120;33;87;0,1159;0;0,5102;NA;0,1127;0,5102;0,275
2020-10-25;"OESTE";63;28;0;0;40;18;0;0;35;0;22;0;63;28;35;40;18;22;103;46;57;0,4444;NA;0,45;NA;0,4444;0,45;0,4466
2020-10-25;"SUDOESTE";91;37;0;0;70;45;1;0;54;0;25;1;91;37;54;71;45;26;162;82;80;0,4066;NA;0,6429;0;0,4066;0,6338;0,5062
2020-10-25;"SUL";218;78;10;1;124;80;3;2;140;9;44;1;228;79;149;127;82;45;355;161;194;0,3578;0,1;0,6452;0,6667;0,3465;0,6457;0,4535
2020-10-26;"CENTRO-LESTE";109;38;0;0;80;59;0;0;71;0;21;0;109;38;71;80;59;21;189;97;92;0,3486;NA;0,7375;NA;0,3486;0,7375;0,5132
2020-10-26;"CENTRO-NORTE";55;9;0;0;20;10;0;0;46;0;10;0;55;9;46;20;10;10;75;19;56;0,1636;NA;0,5;NA;0,1636;0,5;0,2533
2020-10-26;"EXTREMO-SUL";30;9;0;0;50;30;0;0;21;0;20;0;30;9;21;50;30;20;80;39;41;0,3;NA;0,6;NA;0,3;0,6;0,4875
2020-10-26;"LESTE";444;205;27;19;423;215;27;18;239;8;208;9;471;224;247;450;233;217;921;457;464;0,4617;0,7037;0,5083;0,6667;0,4756;0,5178;0,4962
2020-10-26;"NORDESTE";12;0;0;0;12;4;0;0;12;0;8;0;12;0;12;12;4;8;24;4;20;0;NA;0,3333;NA;0;0,3333;0,1667
2020-10-26;"NORTE";69;8;2;0;49;23;0;0;61;2;26;0;71;8;63;49;23;26;120;31;89;0,1159;0;0,4694;NA;0,1127;0,4694;0,2583
2020-10-26;"OESTE";63;34;0;0;40;18;0;0;29;0;22;0;63;34;29;40;18;22;103;52;51;0,5397;NA;0,45;NA;0,5397;0,45;0,5049
2020-10-26;"SUDOESTE";91;36;0;0;70;49;1;0;55;0;21;1;91;36;55;71;49;22;162;85;77;0,3956;NA;0,7;0;0,3956;0,6901;0,5247
2020-10-26;"SUL";218;79;10;1;124;83;3;2;139;9;41;1;228;80;148;127;85;42;355;165;190;0,3624;0,1;0,6694;0,6667;0,3509;0,6693;0,4648
2020-10-27;"CENTRO-LESTE";109;39;0;0;80;58;0;0;70;0;22;0;109;39;70;80;58;22;189;97;92;0,3578;NA;0,725;NA;0,3578;0,725;0,5132
2020-10-27;"CENTRO-NORTE";55;11;0;0;20;10;0;0;44;0;10;0;55;11;44;20;10;10;75;21;54;0,2;NA;0,5;NA;0,2;0,5;0,28
2020-10-27;"EXTREMO-SUL";30;9;0;0;50;28;0;0;21;0;22;0;30;9;21;50;28;22;80;37;43;0,3;NA;0,56;NA;0,3;0,56;0,4625
2020-10-27;"LESTE";444;223;27;19;423;209;27;20;221;8;214;7;471;242;229;450;229;221;921;471;450;0,5023;0,7037;0,4941;0,7407;0,5138;0,5089;0,5114
2020-10-27;"NORDESTE";12;0;0;0;12;2;0;0;12;0;10;0;12;0;12;12;2;10;24;2;22;0;NA;0,1667;NA;0;0,1667;0,0833
2020-10-27;"NORTE";69;8;2;0;49;25;0;0;61;2;24;0;71;8;63;49;25;24;120;33;87;0,1159;0;0,5102;NA;0,1127;0,5102;0,275
2020-10-27;"OESTE";63;33;0;0;40;20;0;0;30;0;20;0;63;33;30;40;20;20;103;53;50;0,5238;NA;0,5;NA;0,5238;0,5;0,5146
2020-10-27;"SUDOESTE";91;31;0;0;70;47;1;0;60;0;23;1;91;31;60;71;47;24;162;78;84;0,3407;NA;0,6714;0;0,3407;0,662;0,4815
2020-10-27;"SUL";218;75;10;1;124;73;3;2;143;9;51;1;228;76;152;127;75;52;355;151;204;0,344;0,1;0,5887;0,6667;0,3333;0,5906;0,4254
2020-10-28;"CENTRO-LESTE";109;41;0;0;80;52;0;0;68;0;28;0;109;41;68;80;52;28;189;93;96;0,3761;NA;0,65;NA;0,3761;0,65;0,4921
2020-10-28;"CENTRO-NORTE";55;11;0;0;20;9;0;0;44;0;11;0;55;11;44;20;9;11;75;20;55;0,2;NA;0,45;NA;0,2;0,45;0,2667
2020-10-28;"EXTREMO-SUL";30;10;0;0;45;27;0;0;20;0;18;0;30;10;20;45;27;18;75;37;38;0,3333;NA;0,6;NA;0,3333;0,6;0,4933
2020-10-28;"LESTE";444;220;37;28;423;214;27;16;224;9;209;11;481;248;233;450;230;220;931;478;453;0,4955;0,7568;0,5059;0,5926;0,5156;0,5111;0,5134
2020-10-28;"NORDESTE";12;0;0;0;12;3;0;0;12;0;9;0;12;0;12;12;3;9;24;3;21;0;NA;0,25;NA;0;0,25;0,125
2020-10-28;"NORTE";69;8;2;0;49;28;0;0;61;2;21;0;71;8;63;49;28;21;120;36;84;0,1159;0;0,5714;NA;0,1127;0,5714;0,3
2020-10-28;"OESTE";63;26;0;0;40;24;0;0;37;0;16;0;63;26;37;40;24;16;103;50;53;0,4127;NA;0,6;NA;0,4127;0,6;0,4854
2020-10-28;"SUDOESTE";91;27;0;0;70;45;1;1;64;0;25;0;91;27;64;71;46;25;162;73;89;0,2967;NA;0,6429;1;0,2967;0,6479;0,4506
2020-10-28;"SUL";192;80;10;1;124;76;3;1;112;9;48;2;202;81;121;127;77;50;329;158;171;0,4167;0,1;0,6129;0,3333;0,401;0,6063;0,4802
2020-10-29;"CENTRO-LESTE";109;42;0;0;80;53;0;0;67;0;27;0;109;42;67;80;53;27;189;95;94;0,3853;NA;0,6625;NA;0,3853;0,6625;0,5026
2020-10-29;"CENTRO-NORTE";55;13;0;0;20;9;0;0;42;0;11;0;55;13;42;20;9;11;75;22;53;0,2364;NA;0,45;NA;0,2364;0,45;0,2933
2020-10-29;"EXTREMO-SUL";30;9;0;0;45;23;0;0;21;0;22;0;30;9;21;45;23;22;75;32;43;0,3;NA;0,5111;NA;0,3;0,5111;0,4267
2020-10-29;"LESTE";444;215;37;29;423;215;27;15;229;8;208;12;481;244;237;450;230;220;931;474;457;0,4842;0,7838;0,5083;0,5556;0,5073;0,5111;0,5091
2020-10-29;"NORDESTE";12;0;0;0;12;4;0;0;12;0;8;0;12;0;12;12;4;8;24;4;20;0;NA;0,3333;NA;0;0,3333;0,1667
2020-10-29;"NORTE";69;7;2;0;49;29;0;0;62;2;20;0;71;7;64;49;29;20;120;36;84;0,1014;0;0,5918;NA;0,0986;0,5918;0,3
2020-10-29;"OESTE";63;26;0;0;40;22;0;0;37;0;18;0;63;26;37;40;22;18;103;48;55;0,4127;NA;0,55;NA;0,4127;0,55;0,466
2020-10-29;"SUDOESTE";91;27;0;0;70;46;1;1;64;0;24;0;91;27;64;71;47;24;162;74;88;0,2967;NA;0,6571;1;0,2967;0,662;0,4568
2020-10-29;"SUL";192;66;10;1;124;79;3;1;126;9;45;2;202;67;135;127;80;47;329;147;182;0,3438;0,1;0,6371;0,3333;0,3317;0,6299;0,4468
2020-10-30;"CENTRO-LESTE";109;41;0;0;80;53;0;0;68;0;27;0;109;41;68;80;53;27;189;94;95;0,3761;NA;0,6625;NA;0,3761;0,6625;0,4974
2020-10-30;"CENTRO-NORTE";55;13;0;0;20;10;0;0;42;0;10;0;55;13;42;20;10;10;75;23;52;0,2364;NA;0,5;NA;0,2364;0,5;0,3067
2020-10-30;"EXTREMO-SUL";30;8;0;0;45;25;0;0;22;0;20;0;30;8;22;45;25;20;75;33;42;0,2667;NA;0,5556;NA;0,2667;0,5556;0,44
2020-10-30;"LESTE";444;210;37;35;423;208;27;16;234;2;215;11;481;245;236;450;224;226;931;469;462;0,473;0,9459;0,4917;0,5926;0,5094;0,4978;0,5038
2020-10-30;"NORDESTE";12;0;0;0;12;6;0;0;12;0;6;0;12;0;12;12;6;6;24;6;18;0;NA;0,5;NA;0;0,5;0,25
2020-10-30;"NORTE";69;7;2;0;49;26;0;0;62;2;23;0;71;7;64;49;26;23;120;33;87;0,1014;0;0,5306;NA;0,0986;0,5306;0,275
2020-10-30;"OESTE";63;28;0;0;40;23;0;0;35;0;17;0;63;28;35;40;23;17;103;51;52;0,4444;NA;0,575;NA;0,4444;0,575;0,4951
2020-10-30;"SUDOESTE";91;26;0;0;70;43;1;1;65;0;27;0;91;26;65;71;44;27;162;70;92;0,2857;NA;0,6143;1;0,2857;0,6197;0,4321
2020-10-30;"SUL";192;68;10;2;124;78;3;2;124;8;46;1;202;70;132;127;80;47;329;150;179;0,3542;0,2;0,629;0,6667;0,3465;0,6299;0,4559
2020-10-31;"CENTRO-LESTE";109;38;0;0;80;52;0;0;71;0;28;0;109;38;71;80;52;28;189;90;99;0,3486;NA;0,65;NA;0,3486;0,65;0,4762
2020-10-31;"CENTRO-NORTE";55;7;0;0;20;10;0;0;48;0;10;0;55;7;48;20;10;10;75;17;58;0,1273;NA;0,5;NA;0,1273;0,5;0,2267
2020-10-31;"EXTREMO-SUL";30;7;0;0;45;24;0;0;23;0;21;0;30;7;23;45;24;21;75;31;44;0,2333;NA;0,5333;NA;0,2333;0,5333;0,4133
2020-10-31;"LESTE";444;199;37;28;423;210;27;10;245;9;213;17;481;227;254;450;220;230;931;447;484;0,4482;0,7568;0,4965;0,3704;0,4719;0,4889;0,4801
2020-10-31;"NORDESTE";12;0;0;0;12;6;0;0;12;0;6;0;12;0;12;12;6;6;24;6;18;0;NA;0,5;NA;0;0,5;0,25
